l,E1,E2,E3,E4
 0.000000000000, 0.469218537052, 1.365173062898, 1.938042980981, 3.271038278721
 0.200000000000, 0.457846011917, 1.314400805198, 1.844238151669, 3.242422705299
 0.400000000000, 0.446073374385, 1.251127100671, 1.760926030963, 3.215267441579
 0.600000000000, 0.433754318689, 1.173608204783, 1.690291920740, 3.189317015987
 0.800000000000, 0.420647984875, 1.082215252170, 1.632447756580, 3.164365174320
 1.000000000000, 0.406330568566, 0.979372551465, 1.585592613301, 3.140244901520
 1.200000000000, 0.389993076104, 0.868620849393, 1.547160142369, 3.116820339893
 1.400000000000, 0.369935267590, 0.754153409216, 1.514795299275, 3.093980366065
 1.600000000000, 0.342237477727, 0.641797783001, 1.486706089518, 3.071633535594
 1.800000000000, 0.297957788856, 0.541851936408, 1.461634481217, 3.049704120016
 2.000000000000, 0.223956218584, 0.468399182700, 1.438720605098, 3.028129001497
 2.200000000000, 0.118982695760, 0.423348828204, 1.417376760507, 3.006855234806
 2.400000000000,-0.004720359111, 0.394926859387, 1.397196234879, 2.985838126612
 2.600000000000,-0.137871759831, 0.374192090683, 1.377892547900, 2.965039715668
 2.800000000000,-0.276194136870, 0.357119553722, 1.359259982080, 2.944427564170
 3.000000000000,-0.417743727411, 0.341956985898, 1.341147964273, 2.923973791482
 3.200000000000,-0.561539780293, 0.327871912722, 1.323444265724, 2.903654297334
 3.400000000000,-0.707030080243, 0.314429075469, 1.306063815792, 2.883448133906
 3.600000000000,-0.853873700845, 0.301381351191, 1.288941124532, 2.863336995397
 3.800000000000,-1.001844083751, 0.288578543294, 1.272025058953, 2.843304800910
 4.000000000000,-1.150781635932, 0.275924047789, 1.255275179519, 2.823337351733
