z,E1,E2
0.0,-7.170438622254216,3.2985208000765844
0.013000000000000001,-7.506675936175632,3.0574273770908156
0.026000000000000002,-7.843046014853096,2.8147166759823854
0.03900000000000001,-8.179546262988753,2.5704400234826172
0.052000000000000005,-8.516174169270203,2.3246502766717536
0.065,-8.852927302042522,2.0774013514911642
0.07800000000000001,-9.18980330528421,1.8287477839770927
0.09100000000000001,-9.526799894861465,1.5787443286133895
0.10400000000000001,-9.863914855037617,1.327445596585766
0.117,-10.201146035216729,1.0749057352700084
0.13,-10.538491346902333,0.8211781490363356
0.14300000000000002,-10.87594876085407,0.5663152604192285
0.15600000000000003,-11.21351630442638,0.3103683098877496
0.169,-11.55119205907522,0.05338719184471717
0.18200000000000002,-11.888974158019508,-0.20457967593360024
0.195,-12.226860784045646,-0.4634854524591133
0.20800000000000002,-12.564850167444263,-0.7232849464494213
0.22100000000000003,-12.902940584069144,-0.9839346651582976
0.234,-13.24113035350957,-1.2453928421907885
0.24700000000000003,-13.579417837367586,-1.5076194472254003
0.26,-13.917801437632669,-1.77057618037155
0.273,-14.256279595146946,-2.0342264536693384
0.28600000000000003,-14.594850788154533,-2.2985353620025912
0.29900000000000004,-14.933513530929012,-2.5634696454564305
0.31200000000000006,-15.272266372473965,-2.8289976449153214
0.325,-15.611107895291289,-3.09508925247242
0.338,-15.950036714212981,-3.3617158580096
0.35100000000000003,-16.28905147529203,-3.6288502931134112
0.36400000000000005,-16.62815085474867,-3.8964667733139535
0.37700000000000006,-16.9673335579683,-4.16454083947638
0.39,-17.306598318547845,-4.433049299031462
0.403,-17.645943897387486,-4.701970167609544
0.41600000000000004,-17.985369081824903,-4.971282611531986
0.42900000000000005,-18.324872684809463,-5.240966891521908
0.44200000000000006,-18.66445354411387,-5.5110043079149875
0.455,-19.004110521581033,-5.781377147582589
0.468,-19.34384250240417,-6.052068632722649
0.48100000000000004,-19.683648394438016,-6.323062871624338
0.49400000000000005,-20.0235271275395,-6.594344811472689
0.507,-20.36347765293611,-6.865900193226827
0.52,-20.70349894262043,-7.137715508577983
0.533,-21.043589988769416,-7.409777958971225
0.546,-21.383749803186962,-7.682075416659354
0.559,-21.723977416768577,-7.9545963877421535
0.5720000000000001,-22.06427187898698,-8.227329977134564
0.5850000000000001,-22.404632257397434,-8.500265855400468
0.5980000000000001,-22.745057637161917,-8.773394227381923
0.6110000000000001,-23.08554712059099,-9.046705802551598
0.6240000000000001,-23.42609982670265,-9.320191767012592
0.637,-23.766714890797154,-9.59384375707079
0.65,-24.107391464047154,-9.867653834302509
0.663,-24.448128713102186,-10.141614462043545
0.676,-24.78892581970723,-10.41571848322594
0.6890000000000001,-25.12978198033406,-10.689959099489785
0.7020000000000001,-25.470696405825485,-10.964329851502383
0.7150000000000001,-25.811668321051144,-11.238824600416024
0.7280000000000001,-26.152696964575103,-11.513437510402094
0.7410000000000001,-26.49378158833397,-11.788163032198078
0.7540000000000001,-26.8349214573256,-12.062995887610908
0.767,-27.176115849307717,-12.337931054918979
0.78,-27.51736405450594,-12.612963755121514
0.793,-27.858665375331068,-12.888089438984418
0.806,-28.200019126104788,-13.163303774834478
0.8190000000000001,-28.54142463279411,-13.438602637059061
0.8320000000000001,-28.882881232753377,-13.71398209526665
0.8450000000000001,-29.224388274474368,-13.98943840407047
0.8580000000000001,-29.565945117343297,-14.264967993456064
0.8710000000000001,-29.907551131405366,-14.54056745969897
0.8840000000000001,-30.24920569713561,-14.816233556797808
0.8970000000000001,-30.590908205216742,-15.091963188393159
0.91,-30.93265805632283,-15.367753400141313
0.923,-31.274454660909377,-15.643601372517637
0.936,-31.616297439008896,-15.919504414020363
0.9490000000000001,-31.95818582003233,-16.19545995475507
0.9620000000000001,-32.300119242575676,-16.471465540372492
0.9750000000000001,-32.64209715423188,-16.74751882634251
0.9880000000000001,-32.98411901140775,-17.023617572540914
1.0010000000000001,-33.326184279145615,-17.29975963813291
1.014,-33.66829243094977,-17.575942976734634
1.0270000000000001,-34.01044294861724,-17.852165631834907
1.04,-34.35263532207305,-18.128425732465836
1.0530000000000002,-34.694869049209636,-18.404721489102187
1.066,-35.03714363573027,-18.68105118978184
1.0790000000000002,-35.37945859499641,-18.957413196429
1.092,-35.72181344787889,-19.23380594137379
1.1050000000000002,-36.064207722612785,-19.51022792405178
1.118,-36.40664095465572,-19.786677707876887
1.131,-36.749112686549786,-20.063153917276182
1.1440000000000001,-37.0916224677865,-20.339655234876734
1.157,-37.43416985467549,-20.616180398838303
1.1700000000000002,-37.77675441021558,-20.89272820031956
1.183,-38.119375703969745,-21.169297481075546
1.1960000000000002,-38.462033311942236,-21.44588713117383
1.209,-38.804726816459116,-21.72249608682706
1.2220000000000002,-39.147455806051134,-21.99912332833208
1.235,-39.49021987533975,-22.275767878112983
1.2480000000000002,-39.833018624925224,-22.552428798858692
1.2610000000000001,-40.17585166127766,-22.829105191753438
1.274,-40.518718596630436,-23.105796194793125
1.2870000000000001,-40.8616190488757,-23.38250098118334
1.3,-41.204552641462755,-23.659218757814315
