z,E1,E2,E3,E4
1.0,-7.17049818830532,3.2625627550210408,7.6578605628744265,14.2076488264348
1.015,-7.483851265147071,3.074404586636973,7.549007286310641,14.061700514694696
1.03,-7.79771081738267,2.883511405828593,7.441113512612145,13.916111176297582
1.045,-8.1120672350766,2.6899769316642317,7.33407027495493,13.770886373071976
1.06,-8.426911257248353,2.49389375188499,7.227769347615003,13.626032417203694
1.075,-8.74223395226847,2.2953527298180796,7.122103814639518,13.481556376846921
1.09,-9.058026699772743,2.0944425283721744,7.016968526718084,13.33746607777715
1.105,-9.37428117394885,1.8912492403006351,6.912260457191969,13.19377010080912
1.12,-9.690989327992444,1.6858561128938412,6.807878969350067,13.050477774736446
1.135,-10.008143379762757,1.4783433547217877,6.703726007284716,12.907599164404925
1.15,-10.325735798380354,1.2687880126591429,6.599706222563161,12.765145053746588
1.165,-10.643759291778226,1.0572639078192891,6.495727048042393,12.623126923395935
1.18,-10.96220679510517,0.8438416200343988,6.3916987294872945,12.48155692265462
1.195,-11.281071459872662,0.6285885116115033,6.287534324413903,12.340447835553169
1.21,-11.600346643832934,0.41156878216049647,6.183149676529184,12.199813040759715
1.225,-11.920025901492311,0.19284354744358323,6.078463372975091,12.059666465114537
1.24,-12.24010297522709,-0.0275290638818026,5.973396690552267,11.920022530716464
1.255,-12.560571786935231,-0.24949380058059178,5.867873536000967,11.780896095305925
1.27,-12.88142643022533,-0.4729981704881645,5.76182038462763,11.642302386042187
1.285,-13.202661163009974,-0.697992316940717,5.655166220558845,11.504256926562485
1.3,-13.52427040059861,-0.9244288926428759,5.547842481344349,11.366775457498521
1.315,-13.846248709161662,-1.1522629333116245,5.439783008820686,11.229873850573355
1.33,-14.168590799539215,-1.3814517326514184,5.330924007709574,11.093568016588959
1.345,-14.491291521450469,-1.6119547200768294,5.22120401276877,10.957873807659638
1.3599999999999999,-14.814345857950507,-1.8437333420724937,5.110563865042275,10.822806914169234
1.375,-15.137748920256131,-2.076750947932059,4.998946697190842,10.688382757069952
1.3900000000000001,-15.461495942789805,-2.310972680275335,4.886297927780674,10.554616376197204
1.405,-15.785582278532239,-2.5463653707444283,4.772565263804343,10.421522315452082
1.42,-16.110003394558113,-2.782897440893263,4.657698710827612,10.289114505778425
1.435,-16.43475486785429,-3.0205388084106515,4.541650589648773,10.157406146950263
1.45,-16.75983238131612,-3.259260798634829,4.424375558337628,10.026409589256701
1.4649999999999999,-17.085231719934274,-3.499036061112499,4.305830638338092,9.896136216383114
1.48,-17.41094876719795,-3.7398384912693454,4.18597524327183,9.766596330609016
1.495,-17.736979501647024,-3.9816431568052426,4.064771208915473,9.637799041668522
1.51,-18.06331999357244,-4.224426228720557,3.9421828228759788,9.5097521605641
1.525,-18.38996640194048,-4.468164916700663,3.818176852519655,9.382462099629528
1.54,-18.71691497135197,-4.71283740862648,3.692722569584804,9.255933779965286
1.555,-19.04416202924382,-4.958422814040197,3.56579177023371,9.130170547557752
1.5699999999999998,-19.37170398313263,-5.204901111216176,3.437358789150989,9.005174099024533
1.585,-19.69953731803197,-5.4522530977505115,3.3074005066017564,8.880944417974062
1.6,-20.027658593993255,-5.700460344339165,3.175896347440533,8.757479722747014
1.615,-20.356064443672164,-5.949505151612973,3.0428282712562558,8.634776426134028
1.63,-20.684751570116042,-6.199370509771317,2.90818075303793,8.5128291075664
1.645,-21.01371674453332,-6.450040060854291,2.7719407539614087,8.391630497964284
1.66,-21.342956804234195,-6.701498063490899,2.634097682038544,8.271171477284753
1.6749999999999998,-21.672468650610618,-6.953729359895198,2.494643342731639,8.151441084680963
1.69,-22.002249247238733,-7.206719345041558,2.353571879609762,8.032426540804796
1.705,-22.332295618004846,-7.460453937779793,2.2108797055622977,7.914113281887644
1.72,-22.662604845363198,-7.714919553794179,2.066565425079909,7.796485004771077
1.7349999999999999,-22.99317406861025,-7.970103080318096,1.9206297483120143,7.679523722143164
1.75,-23.324000482275515,-8.22599185236985,1.7730753978066711,7.563209827016167
1.7650000000000001,-23.655081334523462,-8.482573630541614,1.6239070088108059,7.447522165353482
1.78,-23.986413925681028,-8.739836580131586,1.4731310242514108,7.332438115834525
1.795,-24.31799560672716,-8.997769251537624,1.3207555853769344,7.217933675531436
1.81,-24.649823777950672,-9.256360561891343,1.1667904192298089,7.103983550363181
1.825,-24.98189588756513,-9.515599777764098,1.0112467240316125,6.990561249183116
1.8399999999999999,-25.31420943042637,-9.77547649891198,0.8541370534828101,6.877639180367399
1.855,-25.646761946769967,-10.03598064300156,0.6954752011075791,6.765188749865854
1.87,-25.97955102101154,-10.297102431207508,0.5352760855198457,6.653180459697477
1.885,-26.3125742805884,-10.558832374657555,0.37355563750044674,6.541584005956401
1.9,-26.645829394822282,-10.821161261648724,0.21033068970647883,6.4303683756022405
1.915,-26.97931407384716,-11.084080145602975,0.045618869697021815,6.319501941162788
1.93,-27.31302606755777,-11.34758033367512,-0.1205615031283058,6.208952552875898
1.9449999999999998,-27.646963164594126,-11.611653376033601,-0.2881915161934296,6.098687627634012
1.96,-27.98112319138881,-11.876291055672676,-0.45725175757896136,5.988674234418695
1.975,-28.31550401118018,-12.141485378849465,-0.6277224047170891,5.878879175798482
1.99,-28.6501035231501,-12.407228565974735,-0.7995833077744445,5.76926906533997
2.005,-28.984919661499124,-12.673513043019213,-0.9728140675440979,5.659810400735323
2.02,-29.31995039462185,-12.940331433369005,-1.1473941077725693,5.550469632607592
2.035,-29.655193724272543,-13.207676550107085,-1.3233027420086816,5.441213228955707
2.05,-29.9906476847538,-13.475541388661043,-1.500519234913755,5.332007735331012
2.065,-30.326310342174146,-13.743919119878417,-1.6790228582844462,5.222819830797623
2.08,-30.662179793657753,-14.012803083416141,-1.8587929418380462,5.113616379875027
2.0949999999999998,-30.99825416665337,-14.282186781456481,-2.0398089190354862,5.004364480607596
2.11,-31.334531618214545,-14.552063872743007,-2.2220503680558616,4.895031508958773
2.125,-31.671010334315667,-14.822428166909798,-2.405497048306383,4.785585159767637
2.1399999999999997,-32.00768852920781,-15.093273619076884,-2.5901289326101273,4.675993484489456
