z,E1,E2,E3,E4
1.0,-7.170507886184874,1.650735415821877,3.1769943324058048,4.890237620704183
1.015,-7.4838595773113346,1.6452214788029633,3.0114194147239757,4.842356806742926
1.03,-7.7977179568247825,1.6389192012960656,2.8401331842274415,4.798164970900166
1.045,-8.112073380408768,1.6314233564632963,2.6643137129659626,4.756955638074147
1.06,-8.426916558537629,1.6219911737257744,2.485362884818103,4.71812852926013
1.075,-8.74223853584765,1.6091263342604667,2.3053326924366293,4.681179328678271
1.09,-9.058030672189412,1.5894534148860242,2.1280647764319087,4.645685752754284
1.105,-9.374284625213672,1.5545490689373196,1.9623735303412588,4.611293298636008
1.12,-9.6909923342941,1.485081992388665,1.8279191342193022,4.5777022534343335
1.135,-10.00814600568253,1.3609947657288644,1.7450368610503282,4.544656523525819
1.15,-10.325738098744209,1.1933976059145521,1.7028525753645107,4.511934326181242
1.165,-10.643761313209497,1.0040053971675058,1.6798532368637287,4.47934055900916
1.18,-10.962208577307024,0.8038258702772946,1.6652047966055277,4.446700588952257
1.195,-11.281073036697004,0.5973415087849379,1.6545751666927961,4.413855201581414
1.21,-11.600348044184535,0.38654635408589233,1.646101322890363,4.380656481191505
1.225,-11.92002715009141,0.17245412594785345,1.6388843178931933,4.346964431389304
1.24,-12.240104093237406,-0.044354085922654496,1.6324441071946625,4.312644184735959
1.255,-12.560572792495657,-0.2635104057572325,1.6265021595233873,4.277563685361581
1.27,-12.881427338902034,-0.4847624699920088,1.6208853891524633,4.241591758736016
1.285,-13.202661988181932,-0.7079256847858219,1.6154797319724197,4.20459650914617
1.3,-13.524271153776928,-0.9328579797469632,1.6102059614119273,4.166444007618876
1.315,-13.846249400251077,-1.1594455311512408,1.605006263432076,4.1269972531569055
1.33,-14.168591437088303,-1.3875942104615369,1.5998363608296469,4.086115407402347
1.345,-14.491292112824372,-1.6172242007172242,1.5946606552740028,4.043653318862823
1.3599999999999999,-14.814346409521754,-1.8482664568514044,1.5894490814451103,3.99946136660006
1.375,-15.137749437539139,-2.080660288022493,1.584174963402805,3.9533856649297885
1.3900000000000001,-15.461496430554014,-2.3143516499511936,1.578813467475376,3.905268679471251
1.405,-15.785582740903472,-2.5492919025346814,1.5733404076373785,3.854950308965504
1.42,-16.1100038351235,-2.7854368820017537,1.567731247593905,3.802269486217177
1.435,-16.434755289727715,-3.022746191769992,1.561960192154251,3.7470663432218645
1.45,-16.7598327872026,-3.2611826492111384,1.5559992857375355,3.689184969755779
1.4649999999999999,-17.08523211217503,-3.500711846225333,1.5498174467388797,3.628476771590193
1.48,-17.41094914784541,-3.741301794473536,1.5433793664018167,3.5648044064609543
1.495,-17.736979872481776,-3.9829226348719198,1.5366441923870142,3.4980462478798855
1.51,-18.06332035615719,-4.225546396733314,1.5295638984517572,3.428101306046282
1.525,-18.389966757628393,-4.469146795653981,1.5220812122252123,3.3548945323834216
1.54,-18.716915321325853,-4.713699062332871,1.5141269275358749,3.2783824613197403
1.555,-19.044162374533173,-4.95917979618387,1.5056163615319726,3.198559212959777
1.5699999999999998,-19.371704324653663,-5.2055668391465035,1.4964446197180703,3.115463005930754
1.585,-19.699537656576698,-5.452839166101184,1.4864801923174387,3.029183521970072
1.6,-20.027658930251082,-5.700976789057358,1.4755562059249363,2.9398707333837213
1.615,-20.35606477825928,-5.949960672938583,1.463458377790902,2.847746158598932
1.63,-20.68475190356837,-6.19977266099629,1.4499083565637996,2.753117948111647
1.645,-21.01371707731745,-6.450395408643953,1.4345407115744333,2.656401682761146
1.66,-21.34295713676285,-6.701812324266845,1.4168715007153656,2.5581491356467825
1.6749999999999998,-21.672468983249622,-6.95400751618838,1.3962565596002725,2.4590870482202956
1.69,-22.002249580307083,-7.206965744919495,1.371839570506757,2.360166046319697
1.705,-22.3322959517852,-7.460672379993048,1.3424960531688306,2.2626137121584216
1.72,-22.662605180101036,-7.715113360855003,1.3067936153664745,2.1679715966673587
1.7349999999999999,-22.99317440453125,-7.970275161255836,1.263013416903077,2.0780713023922366
1.75,-23.324000819568386,-8.226144756812353,1.2093012786427138,1.9948812518665857
1.7650000000000001,-23.655081673364712,-8.482709595303506,1.14399557516058,1.9201770189075351
1.78,-23.98641426621824,-8.739957569454216,1.0660602867075237,1.8551068387030227
1.795,-24.317995949096346,-8.997876991886189,0.9753936311243402,1.799881851336463
1.81,-24.649824122275657,-9.256456572092967,0.8727982763274442,1.7538050433318173
1.825,-24.98189623394701,-9.51568539512019,0.759649138120958,1.7156028429096244
1.8399999999999999,-25.314209778957444,-9.775552901879745,0.6374951678365005,1.6838229245191443
1.855,-25.64676229753479,-10.036048870901357,0.5077827388321814,1.6571105752822608
1.87,-25.979551374095635,-10.297163401377002,0.3717343990245881,1.6343298217345115
1.885,-26.312574636049558,-10.5588868973719,0.23033144275793102,1.6145808332976956
1.9,-26.645829752722435,-10.82121005316649,0.08434347535072739,1.5971704034315297
1.915,-26.979314434236272,-11.084123839520181,-0.06562954701966428,1.5815700044338532
1.93,-27.3130264304832,-11.347619490871402,-0.2191180015676544,1.567376597919869
1.9449999999999998,-27.64696353010988,-11.611688493349588,-0.37575065124703416,1.554280830843458
1.96,-27.98112355951755,-11.87632257353106,-0.5352302361309786,1.542042776839891
