z,E1,E2,E3,E4
0.0,-7.170438622254175,3.2209478521296244,7.444476813810428,18.138674139558358
0.026000000000000002,-7.441743572713961,3.0503885380194253,7.302175648779067,17.887031627304
0.052000000000000005,-7.714683232936235,2.8778828198645217,7.160938314689303,17.636090143462887
0.07800000000000001,-7.9892718448079165,2.703432361177861,7.020740375412242,17.38586309140878
0.10400000000000001,-8.265523859270106,2.5270410977035347,6.881554912231602,17.136363968901076
0.13,-8.543453934798814,2.3487150578759546,6.743352701442365,16.887606365476717
0.15600000000000003,-8.823076935846867,2.1684621733668177,6.606102401631057,16.639603960089683
0.18200000000000002,-9.104407931239258,1.9862920835121842,6.469770746797866,16.3923705190374
0.20800000000000002,-9.387462192515846,1.8022159372345423,6.3343227416631365,16.145919894212966
0.234,-9.67225519221571,1.6162461958033951,6.199721855766047,15.900266021734174
0.26,-9.958802602096965,1.4283964394362274,6.065930213311566,15.655422920989036
0.28600000000000003,-10.247120291287928,1.2386811803505042,5.932908776106942,15.411404694139515
0.31200000000000006,-10.537224324364004,1.0471156844573533,5.800617517355869,15.168225526136975
0.338,-10.829130959346278,0.8537158034586455,5.669015584506917,14.925899685278283
0.36400000000000005,-11.122856645618954,0.6584978186873631,5.5380614497761265,14.684441524354884
0.39,-11.418418021759715,0.46147829763160925,5.407713047369161,14.443865482419561
0.41600000000000004,-11.715831913282981,0.2626739637121957,5.277927896801632,14.204186087215732
0.44200000000000006,-12.01511533029046,0.06210157955479518,5.14866321205288,13.96541795828736
0.468,-12.316285465028704,-0.14022215629059456,5.019875996577954,13.727575810795559
0.49400000000000005,-12.619359689349514,-0.3442806994715003,4.89152312446058,13.490674460051812
0.52,-12.924355552073294,-0.5500577372839278,4.7635614081900135,13.254728826782214
0.546,-13.231290776252361,-0.7575372540939439,4.635947653714747,13.019753943104181
0.5720000000000001,-13.540183256334023,-0.9667035854882825,4.5086387035525455,12.78576495920497
0.5980000000000001,-13.85105105522139,-1.1775414619918416,4.381591468832623,12.552777150685229
0.6240000000000001,-14.163912401232139,-1.3900360432395908,4.25476295120947,12.32080592653194
0.65,-14.478785684954545,-1.6041729435119219,4.128110255628522,12.089866837633023
0.676,-14.79568945600008,-1.8199382495435699,4.001590594945997,11.859975585770426
0.7020000000000001,-15.114642419653222,-2.037318531497743,3.8751612874077628,11.631148032963686
0.7280000000000001,-15.435663433418414,-2.2563008479661724,3.7487797479872147,11.403400211044966
0.7540000000000001,-15.758771503464976,-2.4768727458111637,3.622403474565155,11.176748331298858
0.78,-16.083985780969588,-2.699022255619334,3.495990029914299,10.951208793976722
0.806,-16.4113255583589,-2.9227378834777467,3.3694970204279806,10.726798197474201
