L,z,E1,E2,E3,E4,E5,E6
1.8257418583505538,0.3,-7.1704471241236885,0.08802956109019813,0.31302998456081765,0.745856859041754,1.9832756756192287,3.8044683854010244
1.7958708555509897,0.310062893081761,-7.170447084511425,0.0913186018501372,0.32558035093918003,0.7776062807472548,2.0825068015740222,3.8323596894544063
1.7674196168881628,0.320125786163522,-7.1704470488645295,0.09463825393101219,0.3382386936141758,0.8098842936360768,2.1825116046558843,3.8571409666489873
1.740279123753264,0.330188679245283,-7.17044701698831,0.09798897560154236,0.35100567350519374,0.8426960710011732,2.2831170255293123,3.879152910087295
1.7143517283302268,0.340251572327044,-7.170446988475287,0.10137115295677791,0.3638821838156153,0.8760455315090587,2.384150911677176,3.898715861428136
1.6895496728264416,0.350314465408805,-7.1704469627522505,0.10478510080646279,0.3768693118095205,0.9099352496771446,2.485440423396916,3.9161338651930415
1.6657938377685408,0.360377358490566,-7.170446939124374,0.10823106454536854,0.38996830581960623,0.9443663781719144,2.586809525476233,3.9316994052374508
1.643012678630089,0.370440251572327,-7.170446916815531,0.11170922288691479,0.4031805469463097,0.9793385808745326,2.68807521496269,3.945699178310562
1.6211413181933645,0.380503144654088,-7.1704468950045905,0.11521969134450917,0.4165075249442119,1.0148499757555682,2.789041927347308,3.9584214734773124
1.6001207683890462,0.390566037735849,-7.170446872857254,0.11876252632948212,0.42995081776369526,1.05089708644424,2.889493227066769,3.970166066115576
1.5798972603363204,0.40062893081761003,-7.1704468495536435,0.1223377297384204,0.4435120742553835,1.0874748014006834,2.989179340402757,3.981258084760726
1.560421665241082,0.41069182389937103,-7.170446824311432,0.1259452539060497,0.45719299957750953,1.124576339573401,3.0877982010706693,3.992068197580912
1.5416489919400511,0.4207547169811321,-7.170446796404947,0.12958500680409032,0.4709953428820267,1.1621932214382518,3.1849662826261764,4.003042861408956
1.5235379493834995,0.4308176100628931,-7.17044676518033,0.13325685737865428,0.48492088690570284,1.2003152443345544,3.2801734893111933,4.014750378144876
1.5060505643653228,0.4408805031446541,-7.170446730067115,0.13696064092647645,0.49897143912496617,1.2389304609815972,3.372714264023675,4.027950615289508
1.4891518464405578,0.4509433962264151,-7.1704466905864415,0.14069616442227736,0.5131488241794467,1.278025160155245,3.46158781794855,4.0436955006116015
1.4728094932974416,0.4610062893081761,-7.1704466463564005,0.14446321172346216,0.5274548773102649,1.3175838484523419,3.5453747421153334,4.063453043808715
1.4569936309357874,0.4710691823899371,-7.170446597094671,0.1482615485878635,0.5418914385926629,1.357589232188718,3.6221523620237446,4.0891925361585715
1.4416765838942587,0.4811320754716981,-7.170446542618853,0.15209092745519906,0.5564603477844167,1.3980221984496128,3.689634557673465,4.123245216630898
1.4268326715039823,0.4911949685534591,-7.170446482844857,0.15595109194756787,0.5711634396165555,1.4388617943705613,3.7458013569097566,4.1676751061847845
1.412438026754744,0.5012578616352201,-7.170446417783578,0.15984178106697247,0.586002539435993,1.480085203897631,3.7899063514053863,4.223271969746181
1.398470434866455,0.5113207547169811,-7.170446347536159,0.16376273306012046,0.6009794590576605,1.5216677211689422,3.8229802271692055,4.289048121389737
1.3849091890815124,0.5213836477987421,-7.170446272288132,0.1677136889472292,0.6160959927815665,1.5635827199436418,3.847227398348427,4.362842090711383
1.3717349615482315,0.5314465408805031,-7.170446192302692,0.1716943957039206,0.6313539134954781,1.6058016185513333,3.8650131047060565,4.442331795854615
1.3589296874637713,0.5415094339622641,-7.170446107913272,0.1757046090997565,0.6467549688164893,1.6482938399454667,3.878279335259263,4.525618865481235
1.34647646089679,0.5515723270440251,-7.170446019515611,0.17974409620272536,0.6623008772635817,1.6910267668180199,3.8884401161288213,4.611333575890374
1.3343594409233168,0.5616352201257861,-7.170445927559657,0.18381263755394373,0.6779933244056743,1.7339656917766808,3.8964809842669466,4.698535584951029
1.3225637668905605,0.5716981132075472,-7.170445832541174,0.18791002903475315,0.6938339590104278,1.777073763080331,3.903086493676502,4.786586618690007
1.3110754817778107,0.5817610062893082,-7.17044573499348,0.1920360834367383,0.7098243891670982,1.8203119267421624,3.908740398328848,4.875050468169081
1.2998814627556345,0.5918238993710692,-7.170445635479251,0.196190631756078,0.7259661783950058,1.8636388663186985,3.9137940684653363,4.963624740890468
1.2889693581577462,0.6018867924528302,-7.170445534582557,0.20037352423136634,0.7422608417444387,1.9070109423032224,3.9185110884542476,5.0520964184092225
1.2783275301772408,0.6119496855345912,-7.170445432901197,0.2045846311450524,0.7587098419001154,1.950382133771448,3.9230960646267206,5.140313190916094
1.2679450026827304,0.6220125786163522,-7.170445331039457,0.20882384340939683,0.7753145852972947,1.993703985773693,3.9277133765818784,5.228164833088681
1.2578114136224103,0.6320754716981132,-7.1704452296012295,0.21309107295751412,0.7920764182714224,2.0369255669786925,3.9324995690293076,5.315570920932867
1.2479169715468386,0.6421383647798742,-7.17044512918369,0.21738625295715952,0.8089966232380937,2.0799934431875653,3.937571688938087,5.402472580241471
1.2382524158357404,0.6522012578616352,-7.170445030371403,0.22170933787079955,0.8260764149443887,2.1228516736763186,3.9430329951244074,5.488826833475659
1.2288089802615825,0.6622641509433962,-7.170444933731029,0.22606030337558683,0.8433169367803832,2.1654418386177574,3.94897692831443,5.574602649660359
1.219578359564047,0.6723270440251572,-7.170444839806523,0.2304391461638062,0.8607192571738298,2.20770310723127,3.9554898995325347,5.6597781302315715
1.210552678745718,0.6823899371069182,-7.170444749114916,0.23484588363825412,0.8782843660864175,2.2495723577336175,3.9626532508336814,5.744338466639393
1.2017244648309766,0.6924528301886792,-7.170444662142607,0.23928055351767274,0.8960131716063816,2.29098436112777,3.9705446149945707,5.828274431335903
1.1930866208579276,0.7025157232704402,-7.170444579342215,0.24374321336726015,0.913906496662154,2.3318720416451297,3.979238820154106,5.911581243769291
1.1846324018976404,0.7125786163522012,-7.170444501129953,0.24823394006443159,0.9319650758458831,2.3721668266770126,3.988808433948215,5.994257704501438
1.1763553929165558,0.7226415094339622,-7.170444427883521,0.25275282921543685,0.9501895523834245,2.411799098148166,3.9993240090351434,6.076305523922327
1.168249488316939,0.7327044025157232,-7.170444359940402,0.257299994526954,0.9685804752085446,2.4506987549299035,4.010854071769817,6.157728794264547
1.1603088730070976,0.7427672955974842,-7.1704442975967355,0.26187556714743754,0.9871382961863759,2.4887958924065074,4.023464884553903,6.23853356889502
1.152528004868,0.7528301886792452,-7.170444241106588,0.26647969498631036,1.005863367476485,2.5260215995364996,4.037220007594705,6.318727522689289
1.1449015984961664,0.7628930817610062,-7.170444190681488,0.2711125420103629,1.0247559389988088,2.5623088665084697,4.052179686062743,6.398319674774731
1.1374246101144727,0.7729559748427672,-7.170444146490609,0.27577428753730987,1.043816156066494,2.5975935871418807,4.068400092606684,6.477320159670635
1.1300922235529895,0.7830188679245282,-7.17044410866104,0.2804651255167243,1.0630440571112711,2.631815629963195,4.085932461729534,6.555740036537397
1.1228998372113155,0.7930817610062892,-7.170444077278527,0.2851852638176035,1.082439571554362,2.664919941614345,4.104822160314742,6.633591128621974
1.115843051922223,0.8031446540880502,-7.170444052388421,0.2899349235142712,1.1020025177764092,2.6968576368723216,4.125107746125127,6.71088588720863
1.1089176596438843,0.8132075471698113,-7.170444033996931,0.2947143381818412,1.1217326011929485,2.727587022449596,4.146820071685321,6.787637275163139
1.102119632914649,0.8232704402515723,-7.1704440220725685,0.2995237532014615,1.1416294124341604,2.7570744987246933,4.169981493156485,6.863858666844898
1.0954451150103324,0.8333333333333333,-7.170444016547822,0.30436342507721004,1.1616924256009238,2.785295285163599,4.194605241249467,6.939563761391754
1.0888904107493664,0.8433962264150943,-7.170444017320953,0.309233620767092,1.1819209966022843,2.8122339225627333,4.220695003382111,7.0147665072235466
1.082451977896015,0.8534591194968553,-7.170444024257999,0.3141346170298705,1.2023143615464835,2.8378845176897065,4.248244753310965,7.089481036019228
1.076126419116213,0.8635220125786163,-7.170444037194833,0.31906669978740804,1.2228716351816906,2.862250712609662,4.277238847487214,7.163721604687009
1.069910474444537,0.8735849056603773,-7.170444055939353,0.3240301635066059,1.2435918093762355,2.8853453798131774,4.307652388238299,7.237502544269498
1.0638010142243561,0.8836477987421383,-7.170444080273755,0.3290253105963567,1.264473751599053,2.907190063076163,4.3394518348146125,7.31083821461703
1.0577950324864411,0.8937106918238993,-7.1704441099568035,0.3340524508226008,1.2855162034022973,2.9278142005009924,4.3725958267611205,7.383742964346924
1.0518896407342002,0.9037735849056603,-7.170444144726166,0.3391119007453842,1.3067177788981972,2.9472541783638637,4.407036171671594,7.456231095164308
1.0460820621063636,0.9138364779874213,-7.170444184300801,0.34420398316865897,1.3280769631763114,2.9655522712977525,4.442718942381083,7.528316830106562
1.0403696258903146,0.9238993710691823,-7.170444228383241,0.34932902661067283,1.3495921106630446,2.98275552571382,4.479585627223309,7.600014285325486
1.0347497623614468,0.9339622641509433,-7.170444276661971,0.35448736479256043,1.3712614434098338,2.9989146397515962,4.517574280506175,7.671337444785138
1.0292199979258951,0.9440251572327043,-7.170444328813684,0.3596793361402296,1.3930830492545059,3.0140828856200588,4.556620627733611,7.742300137874973
1.0237779505457867,0.9540880503144653,-7.170444384505485,0.3649052833090062,1.4150548798735274,3.0283151104684167,4.596659089732118,7.812916019273997
1.0184213254277945,0.9641509433962263,-7.170444443397193,0.37016555271544077,1.4371747486430215,3.0416668412778205,4.63762370053269,7.883198551165093
1.013147910957271,0.9742138364779873,-7.170444505143319,0.3754604940914471,1.4594403283376667,3.0541935089543792,4.6794489040556435,7.953160987344618
1.0079555748615951,0.9842767295597483,-7.170444569395206,0.38079046005358824,1.481849148609578,3.065949797684108,4.722070223782663,8.02281635910025
1.0028422605876228,0.9943396226415093,-7.170444635802945,0.3861558056778759,1.5043985931912687,3.076989118202835,4.765424806985662,8.092177462844374
0.9978059838792547,1.0044025157232703,-7.170444704017243,0.3915568881009227,1.5270858968499674,3.0873631981219543,4.809451850521441,8.161256849058596
0.9928448295421934,1.0144654088050313,-7.170444773691222,0.3969940661185163,1.549908141972865,3.0971217787542273,4.854092918993329,8.230066812815911
0.9879569483839046,1.0245283018867923,-7.170444844482069,0.40246769981204683,1.5728622548387794,3.1063124057651104,4.899292168015161,8.298619385285555
0.9831405543176791,1.0345911949685533,-7.170444916052601,0.4079781501753771,1.5959450014487324,3.1149803001795013,4.9449964863298765,8.366926326674303
0.9783939216204982,1.0446540880503143,-7.170444988072764,0.4135257787567802,1.619152982918566,3.123168296369281,4.991155570164489,8.434999120008703
