L,z,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14
1.8257418583505538,0.3,-7.170447797233232,0.08784215023645404,0.31050577951752123,0.7439836046850364,1.8601450449190429,3.166106141634135,6.162876310126153,16.597861318705963,44.494717663992404,106.2315698620376,229.90281640920244,462.7464395843395,878.8263047116762,1653.0304268492705
1.7958708555509897,0.310062893081761,-7.170447671917421,0.09109773122744953,0.3229090546694522,0.7752887352080351,1.9454208254207976,3.184121085731275,6.287356843780285,16.688530645369056,44.58935169488042,106.42220684412061,230.54252158146264,465.0448460095214,885.5220702405637,1666.5877278788894
1.7674196168881628,0.320125786163522,-7.170447550742336,0.09437987878272064,0.33541744127173617,0.8070509853578708,2.0302957247716624,3.2024537063047895,6.409713170259827,16.779791042569414,44.68307108563615,106.60497034170386,231.1474970981912,467.2330143574905,892.0170019587047,1680.014292777493
1.740279123753264,0.330188679245283,-7.1704474353660705,0.09768887468989272,0.34803088611908434,0.8392701796577677,2.114434158422936,3.2214426039880446,6.530015444874483,16.87160343409323,44.77599337538316,106.78060965278796,231.7206851830949,469.31840305123285,898.3194924392844,1693.313706638963
1.7143517283302268,0.340251572327044,-7.170447327138876,0.10102495289210527,0.3607495065367469,0.8719452089699737,2.197459097573708,3.2414520802377393,6.648343022604789,16.963930942942724,44.86822033547857,106.94978554663085,232.2647138396143,471.30783941540994,904.4374780552731,1706.4895356114862
1.6895496728264416,0.350314465408805,-7.170447227125625,0.10438830129878365,0.3735735597753611,0.9050740064650522,2.2789436413397945,3.2628851629726623,6.764780731604406,17.0567388247858,44.959840383643765,107.11308274847578,232.78193695179027,473.2075828799302,910.3784685621515,1719.5453123732002
1.6657938377685408,0.360377358490566,-7.1704471361297575,0.10777906401219939,0.3865034163135871,0.9386535318134234,2.358403654726593,3.2861944866492396,6.879416142378462,17.14999438300252,45.050930577603886,107.27102039074717,233.27446848398324,475.02338095442656,916.1495747049928,1732.4845243909253
1.643012678630089,0.370440251572327,-7.170447054717705,0.11119734389635991,0.39953953669224757,0.972679762506331,2.435294329569071,3.311888424355645,6.992337577806662,17.243666872646852,45.141558270121344,107.42406080408588,233.74421175610945,476.7605188944817,921.7575339278334,1745.3106045183524
1.6211413181933645,0.380503144654088,-7.170446983243339,0.11464320541398546,0.4126824514934666,1.0071476912827895,2.5090153183468833,3.340528014333681,7.103632675149201,17.337727398587187,45.23178248974379,107.572616945599,234.1928845923428,478.4238638523697,927.2087342833877,1758.0269235624614
1.6001207683890462,0.390566037735849,-7.170446921871973,0.11811667766626413,0.42593274411457266,1.0420513286443593,2.5789307048342094,3.372708562520393,7.213387359855266,17.432148811614734,45.32165509824778,107.71705870305792,234.62204099907362,480.01790419707805,932.5092366497263,1770.636784506328
1.5798972603363204,0.40062893081761003,-7.170446870603354,0.12161775756117996,0.43929103595845403,1.0773837093974976,2.6444098869698744,3.409019956546974,7.321685126796064,17.52690560514748,45.411221765155496,107.85771826694724,235.03308991172102,481.5467845931122,937.6647953574816,1783.1434181066847
1.560421665241082,0.41069182389937103,-7.170446829294042,0.12514641305629914,0.45275797373951016,1.1131369022262263,2.704890954207234,3.449984193600088,7.4286065509086185,17.621973814281017,45.500522791740586,107.99489472628944,235.42731145780715,483.0143373507936,942.6808773412587,1795.549979659505
1.5416489919400511,0.4207547169811321,-7.170446797677885,0.1287025864155933,0.46633421859643465,1.1493020213398857,2.7599579021192815,3.4959788447810087,7.534228969085048,17.717330918485008,45.589593810619995,108.12885801507643,235.80587110783188,484.42411049137615,947.5626799168018,1807.8595467268335
1.5235379493834995,0.4308176100628931,-7.170446775384966,0.13228619743393158,0.4800204367536462,1.1858692392167751,2.809410451893783,3.5471677386847627,7.638626289402757,17.81295574860409,45.678466381927144,108.25985231305448,236.16983202373365,485.77939291255933,952.3151472861613,1820.0751176821896
1.5060505643653228,0.4408805031446541,-7.1704467619600525,0.13589714659188903,0.4938172915158024,1.222827799604452,2.853299925314317,3.6034654530792194,7.741868894910434,17.90882839869856,45.76716850328412,108.38809898640478,236.52016586470293,487.08323699083826,956.9429858652935,1832.199610912308
1.4891518464405578,0.4509433962264151,-7.170446756878794,0.13953531810004696,0.5077254363728048,1.2601660298218278,2.8919150335598083,3.664551786995515,7.844023617076374,18.004930142865973,45.85572504750679,108.51379913872641,236.85776226809062,488.3384789130036,961.4506785258253,1844.2358645994796
1.4728094932974416,0.4610062893081761,-7.170446759562469,0.1432005828063405,0.5217455090357452,1.2978713514441875,2.9257234450321756,3.729930372162931,7.945153760167173,18.101243357092343,45.94415813951932,108.63713583087413,237.18343718963118,489.54775699412204,965.84249783089,1856.1866369316315
1.4569936309357874,0.4710691823899371,-7.170446769391609,0.14689280095281568,0.5358781263004889,1.3359302887169227,2.955292790116819,3.7990077853153044,8.045319162566223,18.197751446122627,46.03248748198223,108.75827601832783,237.4979402577256,490.7135282036942,970.1225183436312,1868.0546067171
1.4416765838942587,0.4811320754716981,-7.170446785718387,0.1506118247515421,0.550123879540623,1.3743284735306942,2.9812168580244034,3.871167421044763,8.144576284207922,18.294438775156895,46.12073063747287,108.87737224706353,237.8019612750746,491.8380831018703,974.294628088446,1879.8423742892967
1.4268326715039823,0.4911949685534591,-7.170446807876689,0.1543575007802283,0.5644833307766729,1.4130506463281132,3.0040622537025885,3.9458228696172184,8.242978312069473,18.39129060609671,46.2089032735989,108.99456414174,238.0961359782096,492.9235593515834,978.3625392102311,1891.552462630053
1.412438026754744,0.5012578616352201,-7.1704468351925215,0.15812967218805685,0.5789570092158874,1.4520806519869736,3.0243383224706166,4.022448002029686,8.340575277940973,18.488293038357348,46.2970193765966,109.10997971464559,238.38105114778244,493.97195393641323,982.3297977283798,1903.1873177663574
1.398470434866455,0.5113207547169811,-7.170446866991844,0.16192818070589338,0.5935454081787968,1.4914014297049913,3.042485638188805,4.100588474117218,8.437414183512995,18.585432953729004,46.38509143841405,109.22373652416577,238.65724917939124,494.98513440807665,986.1997938101381,1914.7493158724194
1.3849091890815124,0.5213836477987421,-7.170446902608066,0.1657528684626029,0.608248982343716,1.5309949959274725,3.0588763227183464,4.179861388695549,8.533539129668302,18.68269796509841,46.47313061933406,109.33594269065024,238.92523210480695,495.9648487134461,989.9757683526981,1926.240752995391
1.3717349615482315,0.5314465408805031,-7.17044694138838,0.16960357961646083,0.6230681452984308,1.5708424194344686,3.0738205073526697,4.259948810565917,8.628991447434263,18.780076368985682,46.5611468922665,109.44669780728813,239.18546525323023,496.91273464435085,993.6608231762218,1937.6638592880076
1.3589296874637713,0.5415094339622641,-7.170446982699004,0.17348016179454198,0.6380032672878718,1.6109237872449766,3.0875751471415156,4.3405889276704865,8.723809828556892,18.877557101338084,46.64914916871858,109.55609374221842,239.43838048092164,497.8303280730118,997.2579274816461,1949.0207941549238
1.34647646089679,0.5515723270440251,-7.170447025929824,0.17738246736714525,0.6530546732225946,1.6512181605399283,3.100353053209383,4.421566997682585,8.818030454614371,18.975129696575582,46.73714541017963,109.6642153550127,239.68437908536973,498.7190706083825,1000.769925146081,1960.3136496085503
1.3343594409233168,0.5616352201257861,-7.170447070498059,0.1813103545389231,0.6682226407951125,1.691703518929267,3.112331126512582,4.502707099466031,8.911687123437687,19.072784249551997,46.82514272660271,109.77114113566813,239.92383442121408,499.5803165626851,1004.1995413175683,1971.5444520528358
1.3225637668905605,0.5716981132075472,-7.170447115851355,0.18526368829446233,0.683507398809623,1.7323566921237332,3.1236574274596838,4.583865058434399,9.004811372349595,19.1705113802451,46.913147463527864,109.87694377572555,240.15709425493088,500.41533932256004,1007.5493886097208,1982.7151641872924
1.3110754817778107,0.5817610062893082,-7.170447161470117,0.18924234118766017,0.6989091256179606,1.7731532773403753,3.134457050361634,4.664922579337677,9.097432597632864,19.268302200940475,47.001165279393966,109.9816906797592,240.38448288762189,501.225337178808,1010.8219728974472,1993.8276868633131
1.2998814627556345,0.5918238993710692,-7.170447206869378,0.19324619399570808,0.7144279476931479,1.8140675410769052,3.144836920410078,4.7457824715248735,9.189578170137166,19.366148285893704,47.089201214383,110.08544442450689,240.60630307233998,502.0114386688661,1014.0196987566625,2004.8838609484817
1.2889693581577462,0.6018867924528302,-7.170447251599817,0.1972751362448026,0.7300639383106035,1.8550723036080479,3.154889680454068,4.826364801445453,9.281273546441199,19.464041642889438,47.177259751486375,110.18826317133603,240.82283774815448,502.77470747733656,1017.1448745696965,2015.8854691739116
1.2783275301772408,0.6119496855345912,-7.170447295249514,0.20132906662013267,0.7458171163462841,1.8961388047692902,3.1646968368226047,4.906603805763314,9.372542376045494,19.56197468710677,47.2653448712334,110.29020103792656,241.03435161129136,503.51614693624435,1020.1997173206981,2026.834237957933
1.2679450026827304,0.6220125786163522,-7.170447337443127,0.20540789326847506,0.7616874451624868,1.9372365494275372,3.174331315223906,4.9864454156079585,9.46340660404293,19.65994021657156,47.353460100391636,110.39130843336467,241.24109254056617,504.2367041620324,1023.1863571019626,2037.7318391880199
1.2578114136224103,0.6320754716981132,-7.170447377842811,0.20951153400623757,0.7776748316050013,1.9783331314269406,3.183859553561465,5.065845267080314,9.553886569654306,19.75793138947413,47.44160855566559,110.4916323609919,241.44329289255842,504.9372738624777,1026.1068413536227,2048.5798919806402
1.2479169715468386,0.6421383647798742,-7.1704474161477885,0.21363991643982075,0.7937791250809821,2.0193940349872532,3.193343234404571,5.144767096383851,9.644001100537968,19.855941703005914,47.529792982799414,110.5912166924155,241.64117068012825,505.61870184336414,1028.96313885269,2059.3799643932057
1.2382524158357404,0.6522012578616352,-7.170447452094122,0.2177929780092815,0.8100001167257374,2.060382413218228,3.20284073846565,5.223181438775183,9.73376760291621,19.953964973626704,47.618015791691015,110.69010241587557,241.83493064624426,506.2817882419524,1031.7571434710526,2070.1335751032657
1.2288089802615825,0.6622641509433962,-7.17044748545321,0.22197066596182458,0.8263375386563081,2.1012588443417943,3.2124083822581175,5.301064567895768,9.823202147797545,20.051995318778,47.70627908799684,110.78832786168826,242.02476524369888,506.9272905111847,1034.490677716177,2080.842195037812
1.219578359564047,0.6723270440251572,-7.170447516031716,0.22617293726975607,0.8427910633083239,2.1419810675332247,3.2221014878117282,5.378397625483348,9.912319553121105,20.150027139673764,47.79458470145443,110.88592890710467,242.2108555301535,507.55592617662705,1037.1654960705328,2091.5072489626873
1.210552678745718,0.6823899371069182,-7.170447543670116,0.23039975849303254,0.8593603028678025,2.182503702532965,3.231975319427168,5.455165902883256,10.001133462249896,20.248055105408927,47.882934211541865,110.9829391628609,242.3933719868767,508.168375385673,1039.783288142374,2102.1301170251886
1.2017244648309766,0.6924528301886792,-7.170447568241238,0.2346511055926138,0.8760448087377642,2.2227779596401365,3.2420859109782327,5.531358243668967,10.0896564186644,20.346074138051623,47.97132897055846,111.07939014318477,242.57247526858058,508.7652832668954,1042.3456816408168,2112.712136252536
1.1930866208579276,0.7025157232704402,-7.170447589649561,0.23892696371293864,0.8928440711340303,2.2627513511141393,3.252490796887333,5.606966543866082,10.177899937127929,20.444079398716973,48.05977012446444,111.17531142090526,242.74831689087853,509.34726211546825,1044.854245186355,2123.254602003701
1.1846324018976404,0.7125786163522012,-7.170447607829017,0.24322732692400353,0.9097575187089673,2.3023674195648347,3.263249649561042,5.681985330941217,10.265874571378255,20.542066274594234,48.14825863178278,111.27073076929766,242.9210398615651,509.91489341951325,1047.310490967666,2133.758769375194
1.1763553929165558,0.7226415094339622,-7.170447622741942,0.24755219793604044,0.9267845182456049,2.3415655057842604,3.27442481566393,5.7564114068713,10.353589978399208,20.640030366755425,48.23679528066085,111.36567429180054,243.0907792606394,510.4687297401923,1049.7158772545895,2144.2258545634954
